"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
1.26361083984375,7.32334716796875,-1.30956494140625,-4.809771484375,1.1085634765625,-3.11509228515625,0.60708837890625,0,4.18241064453125,1.9095751953125,-4.7820419921875,-3.51182275390625,3.462716796875,0.0626152343749999,8.46550927734375,-9.01539794921875,-8.40075390625,-4.14944140625,-1.97005859375,-7.5333232421875,4.98780126953125,-1.96758837890625,-6.40130126953125,0,3.1843134765625,0,3.28253662109375,17.3450278320312,2.9098232421875,10.2717163085938,-6.68906787109375,8.7747548828125,-2.02972900390625,-0.36946337890625,-9.91646630859375,1.6321279296875,-4.19553125,-1.31925439453125,0,4.1644658203125,1.86045361328125,-4.290818359375,2.2556787109375,0,0,1.3522255859375,-1.5234970703125,-0.155768066406251,0.7986923828125,-2.44895166015625,-1.16545849609375,-2.8515703125,-1.28116748046875,-4.7377900390625,2.24280224609375,15.67229296875,0,2.9062470703125,3.29390478515625,0.85815673828125,0.258513671875001,1.04330615234375,5.23351953125,0,-6.509611328125,-31.8313369140625,-8.17885888671875,-1.2199912109375,-3.0569287109375,-5.30074267578125
-2.39196826171875,-1.54732470703125,-11.8304106445313,-2.63356494140625,0.58588037109375,-4.09515283203125,-1.0757578125,0,0.77294384765625,-0.9543095703125,-0.000559082031250213,-1.7890234375,1.6106806640625,-0.1792763671875,-4.06472021484375,1.89407763671875,2.8139853515625,-5.2206650390625,-2.48701513671875,-5.91501708984375,-1.81737548828125,-4.5782822265625,-5.82648583984375,0,2.654158203125,0,1.002224609375,2.25576416015625,-0.3302177734375,13.0358544921875,-3.0725078125,5.54464697265625,-0.94948193359375,0.1122080078125,-3.193296875,-1.25996142578125,-4.16103515625,-2.52089990234375,0,-4.08181787109375,3.83090576171875,-3.966322265625,3.480826171875,0,0,3.50308056640625,-0.344513671875,-7.38453125,2.57651171875,-0.62338671875,1.3127294921875,-2.14784716796875,-6.57352880859375,-3.71901513671875,1.27744384765625,9.53021875,0,5.04628515625,2.04848828125,-4.0858671875,-1.278314453125,0.60828271484375,-6.38062451171875,0,-9.910751953125,-14.5375727539063,-7.623517578125,-4.21475830078125,-1.9923876953125,-1.94025048828125
-1.98229150390625,-2.17564892578125,-9.85384423828125,1.0963212890625,0.44051513671875,-3.6156142578125,-0.357375,0,0.900279296874999,2.52397705078125,-8.07072021484375,1.50020166015625,-1.4647587890625,-0.2564638671875,-3.6128291015625,-3.3134375,3.3725078125,-0.56194580078125,-0.4679248046875,-2.57546923828125,-5.14260400390625,-4.06352734375,-2.82541650390625,0,1.5902431640625,0,1.73212060546875,3.22642626953125,2.26870458984375,15.4473833007813,1.653904296875,4.017046875,0.99247314453125,-0.13540576171875,-4.7976171875,-4.97134619140625,1.0908408203125,-3.34103662109375,0,-2.602265625,5.18974853515625,-0.08336962890625,-0.0436406249999998,0,0,6.94300146484375,0.16313818359375,-3.13195263671875,-2.17803271484375,-1.05293505859375,5.14435693359375,-2.0954453125,1.42971826171875,-0.516660156249999,3.54052392578125,0.1523564453125,0,1.85950732421875,2.23318994140625,-4.78720458984375,-0.13058740234375,1.37114013671875,-4.78030224609375,0,-1.25678271484375,-4.90276513671875,-3.5582490234375,-2.31177490234375,1.203298828125,-2.20235791015625
-3.2353310546875,-0.440535644531248,-11.7636650390625,0.00206494140625002,-0.52292529296875,-6.3269921875,-1.43684716796875,0,0.683632324218749,-3.3954716796875,-7.3778515625,2.371310546875,-3.708361328125,-3.44928369140625,1.6756826171875,-3.785921875,3.03380517578125,-4.56490673828125,-3.71074365234375,-7.26835986328125,-18.0478208007812,-4.60870361328125,-3.13352197265625,0,4.09515185546875,0,1.71121337890625,7.987255859375,1.17086279296875,12.3518364257813,-5.0648115234375,3.39069677734375,0.5223779296875,-1.6525458984375,-7.4705419921875,-5.814865234375,0.37297021484375,-6.1845732421875,0,-3.09689306640625,7.5583447265625,-2.79744775390625,3.573103515625,0,0,7.799228515625,-1.866255859375,-7.026115234375,-0.62607763671875,1.3399169921875,6.34407861328125,-4.38339404296875,-1.86975146484375,-1.71350439453125,0.54709521484375,6.69766845703125,0,1.90090234375,-2.7187626953125,-9.5247431640625,-2.87165869140625,3.057390625,0.7752509765625,0,-1.43860595703125,-4.20364501953125,-5.02562060546875,-8.41983203125,0.4729384765625,-4.219537109375
0.83239111328125,7.79555615234375,-4.38418896484375,-3.34565966796875,1.55520068359375,-4.45540966796875,-1.07790478515625,0,3.31838623046875,1.14241357421875,-1.91369775390625,-2.555607421875,2.59670166015625,-0.4593486328125,8.3497431640625,2.23620556640625,-2.409458984375,-5.72991650390625,-3.302408203125,-7.77069384765625,3.29098583984375,-2.958533203125,-6.67872998046875,0,3.723701171875,0,4.58256689453125,15.918421875,1.7891767578125,9.44327978515625,-4.18878076171875,9.23863818359375,-2.02481640625,0.251285644531249,-8.55875634765625,1.21371875,-3.85125048828125,-2.4426025390625,0,0.732098144531249,4.21779248046875,-3.93700439453125,2.73895849609375,0,0,1.84773779296875,-0.87021875,-4.659185546875,-0.44567822265625,-0.63269140625,-1.70717041015625,-2.31876220703125,-5.6726298828125,-2.11183203125,1.57299951171875,17.0317495117188,0,3.375365234375,2.6314326171875,-4.26251904296875,-0.445365234375,7.61221875,-2.00216748046875,0,-7.6185078125,-23.5084008789063,-4.12915869140625,-2.459048828125,-2.96346484375,-3.5355283203125
-1.2223720703125,0.130021484374999,-7.822908203125,-1.697619140625,0.49693896484375,-4.76822021484375,-1.57517626953125,0,1.84973583984375,-0.0271020507812499,-4.9256533203125,-0.92744091796875,0.551859375,-1.8019755859375,0.47485986328125,-5.00377734375,-0.98330712890625,-4.13728515625,-2.1381416015625,-4.808501953125,-0.39751806640625,-4.47106005859375,-3.2786494140625,0,3.5041982421875,0,1.0716943359375,5.98263916015625,2.10896875,7.87568408203125,-1.032900390625,4.8233603515625,-0.55885986328125,-1.01392333984375,-5.82305419921875,-0.0613662109375004,-3.01226318359375,-4.10476025390625,0,-0.61948095703125,2.16802099609375,-2.4569140625,0.35675341796875,0,0,5.30997412109375,-0.8986640625,-5.65910302734375,-3.77219482421875,-2.1895478515625,0.34165673828125,-1.91713232421875,-1.0695458984375,-3.05311376953125,3.315435546875,6.29847021484375,0,3.41660888671875,1.48922900390625,-2.5140615234375,-0.7216044921875,1.00835400390625,-1.36573583984375,0,-8.1454228515625,-20.771994140625,-5.93906787109375,-2.78464208984375,-1.61265234375,-5.8008876953125
-3.02289453125,-3.83536865234375,-11.6568359375,0.44638720703125,-0.0675517578124998,-4.75232080078125,-1.42567919921875,0,0.892885742187499,0.191772460937501,-6.36141357421875,1.69394384765625,-2.0521376953125,-2.59385498046875,-4.006935546875,-3.950771484375,4.51413818359375,-4.24010595703125,-1.51489501953125,-4.26920947265625,4.33008154296875,-5.206806640625,-1.88844384765625,0,1.332365234375,0,0.4005478515625,1.97188427734375,2.96100439453125,15.0271416015625,-0.92346484375,2.9867529296875,0.1583095703125,-1.47142431640625,-4.4956181640625,-4.8736513671875,0.9939619140625,-3.92022412109375,0,-0.758636230468749,6.1008212890625,-0.88111767578125,0.35977001953125,0,0,7.075078125,-0.324212890625,-5.420529296875,-5.30037255859375,0.064447265625,5.0954150390625,-2.024330078125,2.36885107421875,-1.19431494140625,3.3285654296875,-0.0370278320312499,0,2.42758154296875,-0.558701171875,-4.253951171875,-1.33887890625,1.0743193359375,-6.7387578125,0,-3.72711669921875,-2.25766796875,-4.30170166015625,-4.5265283203125,1.60987451171875,-1.5747626953125
-1.84629345703125,1.17111279296875,-9.8240419921875,0.2290322265625,-0.5021044921875,-5.78290576171875,-0.802276855468751,0,1.2582177734375,0.0292368164062502,-8.1040185546875,2.11214501953125,-3.29877001953125,-1.99485546875,-4.02999365234375,-4.08913427734375,3.608216796875,-4.52493701171875,-2.35239990234375,-5.70654296875,4.1093046875,-3.2540927734375,-3.1624765625,0,2.55950390625,0,-0.69140576171875,0.98290673828125,0.3546904296875,11.1580532226562,-2.3901416015625,6.51415771484375,0.42025537109375,-2.43514208984375,-6.06108544921875,-3.9513916015625,-0.2101328125,-4.14697314453125,0,-5.60284375,6.14573486328125,-2.390787109375,2.70254736328125,0,0,6.68248583984375,-1.8297109375,-4.13297802734375,-0.495910644531251,1.73116162109375,5.508408203125,-3.39325537109375,-2.8251875,-1.01645361328125,2.20632763671875,5.970634765625,0,3.31545654296875,-0.6777421875,-3.461603515625,-2.42414794921875,2.663615234375,-2.72744091796875,0,-3.14315283203125,-4.44387548828125,-5.329201171875,-4.83878369140625,-0.05179931640625,-3.88377587890625
-2.00810546875,-7.99480712890625,2.06129052734375,0.0624736328125002,3.29995458984375,0.88908984375,-3.29049853515625,4.5844716796875,-1.62974169921875,-9.33638037109375,-9.76498046875,10.843669921875,-1.5022109375,0.74759130859375,2.1210634765625,0,-1.6184560546875,0.0458662109374997,-1.47573046875,-5.46885791015625,3.272923828125,3.55982373046875,-17.173595703125,0,-3.283880859375,-0.7637392578125,-5.53019580078125,0,-3.52717041015625,-4.17883984375,-2.9098984375,0,-0.2163271484375,2.681568359375,-8.53840673828125,2.2013994140625,1.6381767578125,-6.9939287109375,-0.8683154296875,-0.922283203125,-1.21147900390625,-4.68914111328125,-5.46360693359375,-2.021767578125,0,0,0.0224082031249993,0,-7.86144873046875,0,2.74021923828125,8.24484130859375,3.3370068359375,1.3662158203125,-1.6857021484375,10.4524404296875,-2.3909384765625,4.4700263671875,0,-6.5964033203125,-6.0546337890625,10.8116484375,5.624455078125,11.3936303710937,-13.1355048828125,-34.9120234375,-8.33486083984375,2.28356494140625,-5.80478076171875,-1.63125341796875
-2.30955322265625,-5.795708984375,-4.513263671875,-0.3395908203125,1.39393994140625,-0.560442871093749,-1.6294111328125,4.02475634765625,0.0228974609375004,-4.47241259765625,-5.09119482421875,-1.02693798828125,-0.504324707031249,-0.81650732421875,1.6137783203125,0,2.475333984375,-3.97285009765625,-1.332193359375,-3.72743896484375,-8.081826171875,0.4428955078125,-6.79555419921875,0,-2.11398681640625,-1.734501953125,-6.1107353515625,0,-4.472251953125,-6.9878984375,0.0867871093750001,0,-2.4624013671875,0.98180517578125,-5.316810546875,-6.6694248046875,2.62381396484375,-8.522822265625,0.4699267578125,-3.584873046875,-1.90733349609375,-4.4900419921875,-2.54343798828125,-3.45436328125,0,0,1.36411962890625,0,-0.834784179687499,0,1.32250146484375,2.95830712890625,-5.02679736328125,-3.2582294921875,-0.90813232421875,6.56073046875,-2.8394892578125,0.13288330078125,0,-7.7508994140625,-0.56576953125,0.897577636718751,2.71923828125,5.48417822265625,-8.06665185546875,-12.6807622070313,-6.54911474609375,-5.1660615234375,-3.52033935546875,-1.56800341796875
